Num Nodes,Num Models,Num Requests,Stress Level,Alpha,Mean Latency,Median Latency,Min Latency,Max Latency,Standard Deviation,Warm,Cold,Download,Evict,50th Percentile,90th Percentile,95th Percentile,99th Percentile
20,100000,100000,10.0,0.0,14756.29,14782.03,20.05,29478.26,8488.32,165,1646,28744,69445,14782.03,26504.81,27974.91,29149.74
20,100000,100000,10.0,1.1,9737.34,9717.72,20.05,19533.16,5623.72,28723,6355,18267,46655,9717.72,17550.37,18509.01,19285.96
20,100000,100000,10.0,1.6,5.32,0.17,0.05,168.5,16.15,90070,9524,150,256,0.17,22.46,48.97,73.07
20,100000,100000,10.0,2.2,1.96,0.2,0.05,159.14,9.74,97042,2907,10,41,0.2,0.28,0.28,57.39
20,100000,100000,10.0,4.0,0.52,0.11,0.07,89.84,4.41,99085,901,0,14,0.11,0.11,0.22,0.24
200,1000,1000,0.2,0.0,48.38,48.97,0.05,77.89,18.2,11,989,0,0,48.97,73.07,77.89,77.89
200,1000,1000,0.2,1.1,42.02,44.15,0.05,77.89,23.8,129,871,0,0,44.15,73.07,77.89,77.89
200,1000,1000,0.2,1.6,19.56,0.26,0.07,77.89,26.26,611,389,0,0,0.26,63.43,73.07,77.89
200,1000,1000,0.2,2.2,6.63,0.08,0.05,70.66,15.54,835,165,0,0,0.08,32.1,41.74,61.02
200,1000,1000,0.2,4.0,5.46,0.23,0.21,75.48,18.01,919,81,0,0,0.23,0.24,63.43,75.48
200,1000,1000,1.0,0.0,46.58,46.56,0.05,77.89,20.21,52,948,0,0,46.56,73.07,75.48,77.89
200,1000,1000,1.0,1.1,36.85,38.12,0.05,77.89,25.68,236,764,0,0,38.12,70.9,75.6,77.89
200,1000,1000,1.0,1.6,15.08,0.28,0.08,103.48,25.41,714,282,4,0,0.28,61.02,75.48,75.48
200,1000,1000,1.0,2.2,6.08,0.13,0.1,77.89,16.33,875,124,1,0,0.13,39.33,49.09,65.86
200,1000,1000,1.0,4.0,5.58,0.25,0.07,103.48,18.62,922,71,7,0,0.25,0.25,68.25,68.32
200,1000,1000,10.0,0.0,46.17,51.38,0.05,77.89,22.73,105,895,0,0,51.38,73.07,75.48,77.89
200,1000,1000,10.0,1.1,38.85,41.74,0.05,100.07,25.54,217,771,12,0,41.74,73.07,75.48,77.89
200,1000,1000,10.0,1.6,41.61,53.79,0.05,106.89,32.11,345,601,54,0,53.79,70.66,77.89,93.25
200,1000,1000,10.0,2.2,46.9,70.66,0.08,106.89,33.66,322,615,63,0,70.66,70.66,89.84,96.66
200,1000,1000,10.0,4.0,15.7,0.13,0.07,72.79,19.44,605,376,19,0,0.13,39.33,39.33,52.33
200,1000,100000,0.2,0.0,49.22,48.97,0.05,77.89,18.29,1197,98803,0,0,48.97,73.07,75.48,77.89
200,1000,100000,0.2,1.1,43.86,44.15,0.05,77.89,21.74,10079,89921,0,0,44.15,73.07,75.48,77.89
200,1000,100000,0.2,1.6,21.13,0.25,0.05,77.89,28.69,60692,39308,0,0,0.25,70.66,73.07,73.07
200,1000,100000,0.2,2.2,9.29,0.07,0.05,77.89,19.96,80914,19086,0,0,0.07,41.74,53.79,70.66
200,1000,100000,0.2,4.0,3.54,0.15,0.14,73.07,12.59,93040,6960,0,0,0.15,0.15,44.15,65.84
200,1000,100000,1.0,0.0,46.19,46.56,0.05,77.89,19.92,5612,94388,0,0,46.56,70.66,75.48,77.89
200,1000,100000,1.0,1.1,37.25,39.33,0.05,77.89,25.93,24276,75724,0,0,39.33,73.07,75.48,77.89
200,1000,100000,1.0,1.6,10.36,0.07,0.05,77.89,20.87,78044,21956,0,0,0.07,48.97,61.02,73.07
200,1000,100000,1.0,2.2,5.06,0.29,0.05,106.89,16.28,90844,9150,6,0,0.29,0.29,51.38,77.89
200,1000,100000,1.0,4.0,1.57,0.06,0.06,75.48,9.41,97219,2781,0,0,0.06,0.06,0.25,68.25
200,1000,100000,10.0,0.0,30.04,29.69,0.05,77.89,27.28,38192,61808,0,0,29.69,68.25,75.48,77.89
